Date,IEF,SHV,XLP,IEI,TLH,ICF,GLD,HYG,IYZ,SHY,XLE,TIP,TLT,XLI,XLU,XLK,XLV,XLB,XLY,XLF
2021-06-11,114.39913177490234,110.38177490234375,69.25459289550781,130.12294006347656,142.9605255126953,65.45145416259766,175.74000549316406,84.01610565185547,33.048370361328125,85.97272491455078,52.96278762817383,119.94810485839844,139.99525451660156,102.1252212524414,64.17096710205078,140.93385314941406,122.77396392822266,84.62538146972656,172.17237854003906,36.92843246459961
2021-06-14,114.04289245605469,110.38177490234375,69.21553039550781,129.894775390625,142.1447296142578,65.8936996459961,174.7100067138672,83.93939208984375,32.86259460449219,85.94284057617188,52.73325729370117,119.8823471069336,138.92298889160156,101.66151428222656,64.30686950683594,142.3633575439453,122.88239288330078,83.58377075195312,172.22207641601562,36.544986724853516
2021-06-15,114.06268310546875,110.39176177978516,69.04957580566406,129.92453002929688,142.07594299316406,65.14680480957031,174.0500030517578,83.92979431152344,32.87237548828125,85.93287658691406,53.737430572509766,120.07965850830078,138.7557373046875,102.09561920166016,64.5009994506836,141.4897918701172,122.92182159423828,83.40689849853516,171.30758666992188,36.61381149291992
2021-06-16,113.28096771240234,110.39176177978516,68.13191223144531,129.28955078125,141.545166015625,64.62593841552734,171.11000061035156,83.81475830078125,32.65726852416992,85.85318756103516,53.45051956176758,118.98982238769531,138.63771057128906,101.12873840332031,63.530330657958984,140.72540283203125,122.44866943359375,82.48321533203125,171.38710021972656,36.57448196411133
2021-06-17,113.6866683959961,110.39176177978516,68.3759765625,129.368896484375,143.15708923339844,64.84214782714844,165.85000610351562,83.87226867675781,32.53993606567383,85.85318756103516,51.633453369140625,119.44078826904297,140.71334838867188,99.56986236572266,63.87976837158203,142.3534393310547,123.3851089477539,80.64566802978516,172.033203125,35.492977142333984
2021-06-18,114.32987213134766,110.37179565429688,67.16543579101562,129.42845153808594,145.31944274902344,63.8790397644043,164.92999267578125,83.83390808105469,32.02172088623047,85.78345489501953,50.10329055786133,119.48774719238281,143.35958862304688,98.27738952636719,62.21992492675781,141.05300903320312,121.97550201416016,79.33875274658203,171.128662109375,34.637611389160156
2021-06-21,113.96373748779297,110.38177490234375,67.93577575683594,129.34906005859375,143.72718811035156,65.09765625,166.9499969482422,83.99691772460938,32.55949020385742,85.80338287353516,52.238433837890625,119.28106689453125,140.95932006835938,100.43899536132812,63.025970458984375,142.56468200683594,123.44107818603516,80.98590087890625,172.4476776123047,35.44602584838867
2021-06-22,114.17153930664062,110.37179565429688,68.0340347290039,129.53759765625,143.95323181152344,64.89128875732422,166.25,84.05445861816406,32.58882141113281,85.85318756103516,52.58623504638672,119.93872833251953,141.30361938476562,100.5478515625,62.64447021484375,143.8575439453125,123.7082748413086,81.31157684326172,174.0703125,35.505252838134766
2021-06-23,113.94396209716797,110.38177490234375,67.61151885986328,129.368896484375,143.668212890625,64.71438598632812,166.13999938964844,83.96814727783203,32.4128303527832,85.7934341430664,52.73115539550781,119.96691131591797,140.93966674804688,100.32022094726562,61.979286193847656,143.69842529296875,123.19367980957031,80.78852081298828,175.4142303466797,35.57434844970703
2021-06-24,113.92413330078125,110.39176177978516,67.94559478759766,129.3391876220703,143.825439453125,64.33110809326172,166.0399932861328,84.22705078125,32.60837936401367,85.80338287353516,53.18523406982422,119.74141693115234,141.16590881347656,101.10211944580078,61.92059326171875,144.60342407226562,123.82701873779297,81.04512023925781,176.01150512695312,36.01853561401367
2021-06-25,113.6866683959961,110.37179565429688,68.46636962890625,129.2399444580078,142.77377319335938,64.80284118652344,166.58999633789062,84.3133544921875,32.794151306152344,85.7934341430664,53.46540832519531,119.86355590820312,139.7001190185547,101.30006408691406,62.585777282714844,144.43435668945312,124.3910903930664,81.05498504638672,177.12643432617188,36.45284652709961
2021-06-28,114.04289245605469,110.38177490234375,68.52532196044922,129.398681640625,143.77633666992188,64.79300689697266,166.5800018310547,84.30375671386719,32.64748764038086,85.82328796386719,51.658756256103516,120.04205322265625,141.1363983154297,100.7656021118164,62.986839294433594,145.94602966308594,124.57910919189453,81.05498504638672,177.166259765625,36.18633270263672
2021-06-29,114.10227966308594,110.38177490234375,68.2207260131836,129.4482879638672,143.97291564941406,64.71438598632812,164.8300018310547,84.40922546386719,32.53993606567383,85.81333923339844,51.407562255859375,120.10781860351562,141.37246704101562,100.56765747070312,61.96950149536133,147.0101776123047,124.7176513671875,81.0155029296875,177.60427856445312,36.058013916015625
2021-06-30,114.28038787841797,110.38177490234375,68.7513198852539,129.50784301757812,144.43484497070312,64.22300720214844,165.6300048828125,84.41883087158203,32.48127365112305,85.83325958251953,52.04520797729492,120.26754760742188,142.00210571289062,101.34955596923828,61.85211944580078,146.85107421875,124.63848114013672,81.23262786865234,177.74365234375,36.21595001220703
2021-07-01,114.19819641113281,110.38177490234375,68.54497528076172,129.44232177734375,144.43385314941406,64.4588623046875,166.1999969482422,84.58429718017578,32.68659973144531,85.81631469726562,52.953365325927734,120.38388061523438,142.0099334716797,102.07206726074219,62.52708053588867,147.0996856689453,125.746826171875,81.67674255371094,178.7490997314453,36.50220489501953
2021-07-02,114.61408233642578,110.38177490234375,68.71202087402344,129.6805877685547,145.06375122070312,64.81266784667969,167.2899932861328,84.71898651123047,32.794151306152344,85.85618591308594,52.83742904663086,120.89452362060547,142.8668975830078,102.23041534423828,62.624900817871094,149.0390167236328,126.95411682128906,81.795166015625,180.32196044921875,36.46271896362305
2021-07-06,115.21809387207031,110.37179565429688,68.42707061767578,130.02798461914062,146.59902954101562,65.50059509277344,168.1199951171875,84.67088317871094,32.68659973144531,85.88606262207031,51.11772537231445,121.20659637451172,144.5414581298828,101.25057983398438,62.88901901245117,149.60586547851562,126.83536529541016,80.5812759399414,180.531005859375,35.89021301269531
2021-07-07,115.55475616455078,110.38177490234375,68.7906265258789,130.1471405029297,147.7012481689453,65.77574920654297,168.75999450683594,84.69975280761719,32.64748764038086,85.89603424072266,50.2868537902832,121.12149810791016,145.8219757080078,102.26011657714844,63.299861907958984,150.42138671875,127.63693237304688,81.4201431274414,180.43145751953125,35.93956756591797
2021-07-08,115.85181427001953,110.38177490234375,68.53514862060547,130.38539123535156,148.3212432861328,65.68730926513672,168.64999389648438,84.51695251464844,32.47148895263672,85.9358901977539,49.99701690673828,120.96073913574219,146.39324951171875,100.83487701416016,63.11400604248047,148.9992218017578,126.93433380126953,80.3147964477539,179.98348999023438,35.218997955322266
2021-07-09,115.2676010131836,110.38177490234375,68.92818450927734,130.1173858642578,146.64817810058594,66.59146118164062,169.2100067138672,84.66126251220703,32.901710510253906,85.906005859375,51.059757232666016,120.9796371459961,144.3345947265625,102.42835998535156,63.192264556884766,150.37164306640625,127.3697509765625,81.89386749267578,181.6658477783203,36.23569107055664
2021-07-12,115.20818328857422,110.37179565429688,68.82010650634766,130.05780029296875,146.49075317382812,67.19093322753906,169.0,84.63240051269531,32.74526596069336,85.88606262207031,50.98246765136719,121.3011703491211,144.14747619628906,102.56692504882812,63.39768600463867,150.49102783203125,127.61715698242188,82.16032409667969,182.91021728515625,36.59103775024414
2021-07-13,114.85172271728516,110.38177490234375,68.80044555664062,129.78977966308594,145.61485290527344,66.35558319091797,169.22000122070312,84.38227081298828,32.64748764038086,85.81631469726562,50.59601593017578,121.3011703491211,143.04421997070312,101.57718658447266,62.918365478515625,151.10760498046875,127.49838256835938,81.4102783203125,180.7201385498047,36.196205139160156
2021-07-14,115.34681701660156,110.38177490234375,69.40965270996094,130.0876007080078,146.94346618652344,66.95507049560547,171.0399932861328,84.51695251464844,32.74526596069336,85.8760986328125,49.08885955810547,121.62269592285156,144.6694793701172,101.56729125976562,63.46615982055664,152.22146606445312,127.37964630126953,81.24250030517578,180.3916473388672,36.028404235839844
2021-07-15,115.8320083618164,110.37179565429688,69.6946029663086,130.23651123046875,148.1736297607422,67.1123046875,171.07000732421875,84.45923614501953,32.63771057128906,85.88606262207031,48.40290832519531,121.99150085449219,146.26524353027344,101.7652359008789,64.18025207519531,150.96836853027344,126.93433380126953,81.25236511230469,179.4160614013672,36.146854400634766
2021-07-16,115.81219482421875,110.37179565429688,69.80268096923828,130.20672607421875,147.98666381835938,67.21057891845703,169.41000366210938,84.34378051757812,32.451934814453125,85.8760986328125,47.031009674072266,121.99150085449219,145.98944091796875,100.86458587646484,64.82586669921875,149.47659301757812,127.28067779541016,80.0285873413086,177.20606994628906,35.653316497802734
2021-07-19,116.80238342285156,110.37179565429688,69.59634399414062,130.70309448242188,150.50607299804688,66.10989379882812,169.61000061035156,83.77616119384766,32.04127502441406,85.91596221923828,45.3692741394043,122.03878784179688,149.19073486328125,98.75643157958984,63.79875946044922,147.41793823242188,125.94474029541016,78.31137084960938,175.17529296875,34.65636444091797
2021-07-20,116.65385437011719,110.38177490234375,69.6159896850586,130.7825164794922,149.61050415039062,67.48575592041016,169.38999938964844,84.19947052001953,32.37371063232422,85.955810546875,45.977935791015625,122.01988983154297,147.7526092529297,101.51780700683594,64.0726547241211,149.60586547851562,127.47859954833984,79.1995849609375,178.41062927246094,35.51512145996094
2021-07-21,115.98052978515625,110.37179565429688,69.43911743164062,130.44496154785156,148.0653839111328,67.21057891845703,168.75999450683594,84.40150451660156,32.59859848022461,85.92591857910156,47.581703186035156,121.70779418945312,145.88107299804688,102.48775482177734,63.36833572387695,151.0479278564453,127.68639373779297,80.06806945800781,180.05316162109375,36.12710952758789
2021-07-22,116.24788665771484,110.37179565429688,69.32122802734375,130.6038055419922,149.08889770507812,66.69955444335938,169.08999633789062,84.4496078491211,32.65726852416992,85.9358901977539,47.05033874511719,122.0482406616211,147.2600555419922,102.11164855957031,63.46615982055664,152.1617889404297,128.62652587890625,80.09768676757812,180.82965087890625,35.732276916503906
2021-07-23,116.06966400146484,110.38177490234375,70.15641784667969,130.56411743164062,148.38031005859375,67.29903411865234,168.55999755859375,84.61315155029297,32.88214874267578,85.94584655761719,46.876434326171875,122.59672546386719,146.27508544921875,102.5471420288086,64.27806854248047,153.67347717285156,130.11090087890625,80.66022491455078,182.4423370361328,35.79150390625
2021-07-26,115.99044036865234,110.37179565429688,70.2743148803711,130.5243682861328,148.07525634765625,67.21057891845703,168.16000366210938,84.48809051513672,32.95059585571289,85.92591857910156,48.03578186035156,123.12631225585938,145.8416748046875,102.49765014648438,64.29764556884766,153.5939178466797,129.26974487304688,81.3411865234375,183.79620361328125,35.99879455566406
2021-07-27,116.48553466796875,110.37179565429688,70.42170715332031,130.69314575195312,149.30543518066406,67.78058624267578,168.44000244140625,84.37263488769531,32.92125701904297,85.94584655761719,47.59136199951172,123.09794616699219,147.3979949951172,101.93350219726562,65.40301513671875,152.1419219970703,129.8734130859375,81.44974517822266,181.93463134765625,35.98891830444336
2021-07-28,116.58455657958984,110.38177490234375,69.80268096923828,130.75271606445312,149.3546142578125,67.40713500976562,169.2899932861328,84.43998718261719,32.86259460449219,85.955810546875,48.026123046875,123.51404571533203,147.4078369140625,101.69596099853516,64.90412902832031,151.95294189453125,130.33851623535156,81.68659973144531,181.34730529785156,35.93956756591797
2021-07-29,116.22808837890625,110.38177490234375,70.14659118652344,130.56411743164062,148.6066436767578,67.04351806640625,171.1699981689453,84.6227798461914,33.038597106933594,85.955810546875,48.489864349365234,123.2965316772461,146.59030151367188,102.49765014648438,65.08020782470703,152.65907287597656,130.65516662597656,82.58470153808594,183.38804626464844,36.33440017700195
2021-07-30,116.55484771728516,110.38177490234375,70.26449584960938,130.7825164794922,149.24636840820312,67.32850646972656,169.82000732421875,84.50733184814453,33.07770538330078,85.97574615478516,47.71696090698242,123.48567962646484,147.27981567382812,102.2997055053711,64.53240966796875,152.55960083007812,130.77392578125,82.92024230957031,179.61514282226562,36.04814910888672
2021-08-02,117.06611633300781,110.38177490234375,69.96971893310547,131.04869079589844,150.3756561279297,67.25972747802734,169.61000061035156,84.29788208007812,32.989707946777344,86.00762176513672,47.359493255615234,123.53038024902344,148.59341430664062,101.59699249267578,65.03129577636719,152.01263427734375,130.95204162597656,81.9135971069336,180.13279724121094,36.058013916015625
2021-08-03,117.09583282470703,110.38177490234375,70.28414916992188,131.07850646972656,150.50376892089844,67.50541687011719,169.49000549316406,84.39440155029297,33.33192443847656,86.00762176513672,48.17103958129883,123.64454650878906,148.67234802246094,102.9232406616211,65.40301513671875,152.9872589111328,132.77288818359375,82.76234436035156,181.46676635742188,36.46271896362305
2021-08-04,117.06611633300781,110.37179565429688,69.3703384399414,130.9791717529297,150.90782165527344,67.28919982910156,169.52999877929688,84.2399673461914,32.97015380859375,85.97773742675781,46.86677169799805,123.40670776367188,148.97805786132812,101.5277099609375,65.3051986694336,153.29556274414062,132.20883178710938,81.9728012084961,179.70474243164062,36.15672302246094
2021-08-05,116.64006042480469,110.37179565429688,69.70442962646484,130.69113159179688,150.13917541503906,67.83954620361328,168.86000061035156,84.43302154541016,32.989707946777344,85.93787384033203,47.39813995361328,122.96908569335938,148.21865844726562,102.00277709960938,66.019287109375,154.14089965820312,131.66453552246094,81.85437774658203,181.42694091796875,36.630523681640625
2021-08-06,115.95637512207031,110.38177490234375,69.70442962646484,130.3533935546875,148.06976318359375,67.62334442138672,164.63999938964844,84.33649444580078,33.01903533935547,85.9079818725586,47.8328971862793,122.69320678710938,145.7432403564453,102.47785949707031,65.98016357421875,154.01161193847656,131.5557098388672,83.0386734008789,180.19252014160156,37.37083435058594
